id,name,aliases,type,required_markup,markup_phrase,legal_basis,done
094e6c50-17ea-4c2e-8155-0f3b12ed0e3c,Автономная некоммерческая организация Институт права и публичной политики,"[""АНО ИПП"",""Институт права и публичной политики"",""Автономная НПО ИПП"",""ИПП"",""Автономная организация ИПП"",""Автономка ИПП"",""Институт публичной политики"",""ИПП-институт"",""Публичный институт"",""Право и политика"",""АНОшка ИПП"",""Институт ИПП"",""Автоном НПО ИПП"",""ИППшники"",""Полит-правовой институт"",""Автономный институт"",""НКО ИПП""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
0955ad3a-fbfc-4696-8e0c-4b5bad3dadf7,"Commission on Security and Cooperation in Europe (U.S. Helsinki Commission, CSCE, Комиссия по безопасности и сотрудничеству в Европе, Хельсинкская комиссия США), США","[""CSCE"",""Хельсинкская комиссия"",""Хельсинкская комиссия США"",""Комиссия по безопасности и сотрудничеству в Европе"",""Хельсинкская комиссия (США)"",""Комиссия CSCE"",""Хельсинкская комиссия (CSCE)"",""Комиссия США по Хельсинкским соглашениям"",""Американская Хельсинкская комиссия"",""Комиссия США по безопасности в Европе"",""US Helsinki Commission""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
0995aada-8eba-44c6-b2d6-d6791207a19c,Саратовское региональное отделение межрегиональной общественной организации Евро-Азиатское геофизическое общество,"[""Саратовское отделение ЕАГО"",""Саратовское региональное отделение Евро-Азиатского геофизического общества"",""Саратовское региональное отделение МОО ЕАГО"",""Саратовское ЕАГО"",""СарОтделение ЕАГО"",""СРО ЕАГО"",""Саратовское геофизическое общество"",""Саратовские геофизики"",""ЕАГО в Саратове""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
09d38e8e-ea13-4323-b050-0f260d74873e,Губин Дмитрий Павлович,"[""Губин Д. П."",""Губин Дм. П."",""Губин Дмитрий П."",""Дмитрий Павлович Губин"",""Д. П. Губин"",""Дм. П. Губин"",""Дмитрий П. Губин"",""Губин Дима"",""Губин Димка"",""Дима Губин"",""Димка Губин"",""Губин Д. П. (Дима)"",""Губин Дмитрий Павлович (Дима)"",""Дмитрий Губин (Дима)"",""Дмитрий Губин (Димка)"",""Губин Дмитрий (Дима)"",""Губин Д. (Дима)"",""Губин Д. (Димка)""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
0a74f786-2e30-4f65-b13b-f87a1430bff7,Затирко Андрей Викторович,"[""Андрей Викторович"",""Затирко А. В."",""Затирко Андрей"",""Затирко Викторович"",""А. В. Затирко"",""Затирко З. В."",""Затирка Андрей"",""Андрей Затирка"",""Затирко Андрюха"",""Андрюха Затирко"",""Затирко Андрей Викторович"",""А.В.З."",""Затирко А.В."",""Андрей В. Затирко"",""Затирко Андрюша"",""Андрюша Затирко"",""Затирко Витя"",""Андрей З."",""З. Андрей""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
0ab5f000-cf66-4e29-b2ec-1a3876f54fec,Проект Ateo,"[""Атео"",""П.А."",""Проект А"",""Атей"",""ПАТ"",""Атейка"",""Ateo Project"",""Атейчик"",""ПА"",""Атеошка"",""Атьё"",""Пэй А"",""Проектик А"",""Атёха"",""ПэАтэшка"",""Ateoшки"",""Патей"",""Атька"",""П.Атеошка"",""Проект Атеошный"",""Атеос"",""ПАтя"",""Проект Ать"",""Ateoshka"",""ПэАтя""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
0af13c81-8ebb-45d4-99cb-7eb1adc31d90,Настоящая Россия,"[""Настоящая Россия"",""Родина"",""Российская Федерация"",""Россия"",""РФ"",""Родина-мать"",""Русь"",""Российская империя"",""Российское государство"",""Российская земля"",""Рашка"",""Расея"",""Рассия"",""Россея"",""Русь-матушка"",""Россия-матушка"",""РФ-ишка"",""РФ-ия"",""Руська"",""Рось""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
0b251a24-f530-4d75-88e0-54c65c2352ae,Общество с ограниченной ответственностью ЛИЗА НОРМ,"[""ООО ЛИЗА НОРМ"",""Общество ЛИЗА НОРМ"",""ЛИЗА НОРМ"",""ООО ЛН"",""ООО ЛНорм"",""Лиза Норм"",""ЛН"",""Лизка Норм"",""Лизонька Норм"",""Лизанорм"",""ЛНРМ"",""ООО Лизка"",""ООО НормЛиз"",""Лиза Норм ООО"",""Нормовая Лиза"",""ЛизНорм"",""НормЛиза"",""Лизанормальное"",""ООО Лизочка"",""NORM LISA"",""LIZA NORM LLC""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
0b458b4b-b435-47af-9ba7-5dc55652d6e4,"Free Nations of PostRussia Forum (Форум Свободных Народов ПостРоссии), Польша","[""СНП Форум ПП"",""Форум СНП Польша"",""Free Nations Forum Poland"",""PostRussia Free Nations"",""Форум Свободных Народов"",""ФСН ПостРоссии"",""ФНПФ"",""Форум ПостРоссии"",""Свободные Народы Форум"",""PostRussia Forum"",""FNPF"",""Форум ПНР"",""ФСНП"",""ФНПП"",""Forum Wolnych Narodów"",""FNFP"",""ПостРФ Форум"",""FNRF"",""Форум ФНПР"",""PostRussia FNF""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
0b4e599c-7489-4c45-b9e0-c8b1173d10ae,Мурманская региональная общественная организация Центр социально-психологической помощи и правовой поддержки жертв дискриминации и гомофобии Максимум,"[""Мурманская РОО Центр Максимум"",""Центр социально-психологической помощи и правовой поддержки жертв дискриминации и гомофобии Максимум"",""Центр Максимум"",""Мурманский Центр Максимум"",""Мурманская РОО Центр социально-психологической помощи и правовой поддержки жертв дискриминации и гомофобии"",""Мурманская РОО Центр помощи и поддержки жертв дискриминации и гомофобии Максимум"",""Центр Макс"",""Максимум"",""Мурманский Максимум"",""Центр поддержки Максимум"",""РОО Максимум"",""Центр помощи Максимум"",""Мурманск РОО Максимум"",""МРОО Максимум"",""Помощь Максимум"",""Поддержка Максимум"",""ЦМ"",""Макс"",""Мурманский ЦМ"",""Центр СПП и ПП Максимум""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
